source,kind,joint,frame,angle_deg
2D,推定,right_elbow,71,178.63809573155973
2D,推定,right_elbow,72,136.63417034576483
2D,推定,right_elbow,73,150.57835210663683
2D,推定,right_elbow,74,160.88952475785115
2D,推定,right_elbow,75,136.47939299574276
2D,推定,right_elbow,76,81.12250998560525
2D,推定,right_elbow,77,36.27484566481933
2D,推定,right_elbow,78,24.009575344857566
2D,推定,right_elbow,79,25.280980193460127
2D,推定,right_elbow,80,16.128762603484425
2D,推定,right_elbow,81,16.232767516468943
2D,推定,right_elbow,82,2.910466509985739
2D,推定,right_elbow,83,10.892792182870869
2D,推定,right_elbow,84,41.72040726244007
2D,推定,right_elbow,85,52.72471675256659
2D,推定,right_elbow,86,58.5099259229022
2D,推定,right_elbow,87,55.31960625525054
2D,推定,right_elbow,88,59.67866351217367
2D,推定,right_elbow,89,58.51022208958519
2D,推定,right_elbow,90,62.03223923721542
2D,推定,right_elbow,91,64.32491466697637
2D,推定,right_elbow,92,68.77647463170182
2D,推定,right_elbow,93,69.95141851278461
2D,推定,right_elbow,94,65.27728303363368
2D,推定,right_elbow,95,66.41339719035848
2D,推定,right_elbow,96,62.08627897971614
2D,推定,right_elbow,97,53.721557864121344
2D,推定,right_elbow,98,50.674332600315495
2D,推定,right_elbow,99,60.23395146709493
2D,推定,right_elbow,100,46.60967756749441
2D,推定,right_elbow,101,49.30727209686817
2D,推定,left_knee,1,171.82147751301255
2D,推定,left_knee,2,172.6265955030351
2D,推定,left_knee,3,175.87379768936373
2D,推定,left_knee,4,173.0996883758151
2D,推定,left_knee,5,175.28559978025183
2D,推定,left_knee,6,179.24068009375782
2D,推定,left_knee,7,178.13208249401492
2D,推定,left_knee,8,170.4892923671486
2D,推定,left_knee,9,170.15065358673664
2D,推定,left_knee,10,166.18680724449905
2D,推定,left_knee,11,168.76564316991193
2D,推定,left_knee,12,174.01792322664082
2D,推定,left_knee,13,179.68075997103875
2D,推定,left_knee,14,176.9237982377459
2D,推定,left_knee,15,175.56630268820226
2D,推定,left_knee,16,169.7901325852967
2D,推定,left_knee,17,165.2725009169251
2D,推定,left_knee,18,159.79930280522964
2D,推定,left_knee,19,166.1650853448313
2D,推定,left_knee,20,172.0591691917898
2D,推定,left_knee,21,167.81550160615595
2D,推定,left_knee,22,178.23019713252515
2D,推定,left_knee,23,179.0329154611354
2D,推定,left_knee,24,177.83337267565847
2D,推定,left_knee,25,167.52397986439314
2D,推定,left_knee,26,176.62350274633866
2D,推定,left_knee,27,179.19720344170688
2D,推定,left_knee,28,179.0087722882954
2D,推定,left_knee,29,175.63849442992876
2D,推定,left_knee,30,179.0111208415047
2D,推定,left_knee,31,167.1451555735464
2D,推定,left_knee,32,175.69950950063523
2D,推定,left_knee,33,173.14967766207172
2D,推定,left_knee,34,177.70059424466936
2D,推定,left_knee,35,156.6464555931963
2D,推定,left_knee,36,160.92861188404544
2D,推定,left_knee,37,168.62385131619388
2D,推定,left_knee,38,154.83325060168085
2D,推定,left_knee,39,144.84295416684841
2D,推定,left_knee,40,142.54846789382339
2D,推定,left_knee,41,141.66674846529725
2D,推定,left_knee,42,135.53652313172537
2D,推定,left_knee,43,131.78229480480817
2D,推定,left_knee,44,130.79237903136854
2D,推定,left_knee,45,140.570620454728
2D,推定,left_knee,46,140.61010098408923
2D,推定,left_knee,47,135.79129265900656
2D,推定,left_knee,48,131.63253630890915
2D,推定,left_knee,49,135.69751573968134
2D,推定,left_knee,50,136.97349159516088
2D,推定,left_knee,51,141.1685382719689
2D,推定,left_knee,52,141.51096332508396
2D,推定,left_knee,53,142.67449203662693
2D,推定,left_knee,54,145.74139567223148
2D,推定,left_knee,55,148.58206383076984
2D,推定,left_knee,56,152.39306089636136
2D,推定,left_knee,57,153.79501478707652
2D,推定,left_knee,58,153.6536583966493
2D,推定,left_knee,59,156.71219898616624
2D,推定,left_knee,60,158.40242827787208
2D,推定,left_knee,61,157.71060555041396
2D,推定,left_knee,62,161.14851357616521
2D,推定,left_knee,63,159.63214654383776
2D,推定,left_knee,64,159.31793779072098
2D,推定,left_knee,65,156.47658316892716
2D,推定,left_knee,66,157.0893458834432
2D,推定,left_knee,67,157.11509987135813
2D,推定,left_knee,68,153.80425909784006
2D,推定,left_knee,69,153.40679951594896
2D,推定,left_knee,70,151.8010021739493
2D,推定,left_knee,71,154.11677988417242
2D,推定,left_knee,72,151.13909954963813
2D,推定,left_knee,73,148.73918999553663
2D,推定,left_knee,74,153.20344955690365
2D,推定,left_knee,75,151.29211388143273
2D,推定,left_knee,76,153.55507257455233
2D,推定,left_knee,77,154.0077168777415
2D,推定,left_knee,78,152.86492008591654
2D,推定,left_knee,79,153.27431941780162
2D,推定,left_knee,80,156.53838431922702
2D,推定,left_knee,81,155.83758219107114
2D,推定,left_knee,82,158.83200358513076
2D,推定,left_knee,83,159.00458899433872
2D,推定,left_knee,84,157.45723688442715
2D,推定,left_knee,85,157.2028219991738
2D,推定,left_knee,86,156.09546785826524
2D,推定,left_knee,87,155.70174007120005
2D,推定,left_knee,88,156.38919189251345
2D,推定,left_knee,89,155.94144842306022
2D,推定,left_knee,90,156.32782738315825
2D,推定,left_knee,91,157.24384588675215
2D,推定,left_knee,92,157.6674833871946
2D,推定,left_knee,93,158.0665873554065
2D,推定,left_knee,94,158.22312206463943
2D,推定,left_knee,95,158.38521094064274
2D,推定,left_knee,96,158.11379591659218
2D,推定,left_knee,97,158.70778421694982
2D,推定,left_knee,98,159.0237582131057
2D,推定,left_knee,99,158.36381954338214
2D,推定,left_knee,100,158.4476800188708
2D,推定,left_knee,101,158.59243078635183
2D,推定,right_knee,1,112.29146156126369
2D,推定,right_knee,2,102.71532494568356
2D,推定,right_knee,3,97.58631673778191
2D,推定,right_knee,4,102.00231501616106
2D,推定,right_knee,5,125.43546428475858
2D,推定,right_knee,6,122.81591621386467
2D,推定,right_knee,7,126.48843370900926
2D,推定,right_knee,8,127.36344609877
2D,推定,right_knee,9,131.17111654610838
2D,推定,right_knee,10,86.89442989091714
2D,推定,right_knee,11,76.55752192181697
2D,推定,right_knee,12,69.58163933500333
2D,推定,right_knee,13,68.15923276391102
2D,推定,right_knee,14,70.3541720695787
2D,推定,right_knee,15,68.38933931063758
2D,推定,right_knee,16,69.59136035830413
2D,推定,right_knee,17,64.19144477063155
2D,推定,right_knee,18,59.63950984507143
2D,推定,right_knee,19,62.80688162120465
2D,推定,right_knee,20,58.35676411365709
2D,推定,right_knee,21,59.774203689618616
2D,推定,right_knee,22,59.456055882933725
2D,推定,right_knee,23,56.70307682225208
2D,推定,right_knee,24,96.29225500566554
2D,推定,right_knee,25,159.73727564395136
2D,推定,right_knee,26,127.74282260347296
2D,推定,right_knee,27,158.43305220240907
2D,推定,right_knee,28,158.37760077487428
2D,推定,right_knee,29,77.34413968255849
2D,推定,right_knee,30,91.0371212092258
2D,推定,right_knee,31,90.33283180360733
2D,推定,right_knee,32,93.56293838135414
2D,推定,right_knee,33,102.62567935828122
2D,推定,right_knee,34,92.21252118821168
2D,推定,right_knee,35,101.35930669736442
2D,推定,right_knee,36,107.60471870998744
2D,推定,right_knee,37,106.74701494233246
2D,推定,right_knee,38,113.48800927108537
2D,推定,right_knee,39,117.62700269280644
2D,推定,right_knee,40,119.29132741777102
2D,推定,right_knee,41,129.07096602374665
2D,推定,right_knee,42,137.796104026242
2D,推定,right_knee,43,150.59295126379345
2D,推定,right_knee,44,144.48128978348404
2D,推定,right_knee,45,151.84653480681715
2D,推定,right_knee,46,158.16023471584134
2D,推定,right_knee,47,156.52392409500357
2D,推定,right_knee,48,153.63350781236633
2D,推定,right_knee,49,155.8203957272797
2D,推定,right_knee,50,158.9133899334539
2D,推定,right_knee,51,162.87294251664161
2D,推定,right_knee,52,166.54283855085407
2D,推定,right_knee,53,167.39278994409943
2D,推定,right_knee,54,166.76613872552588
2D,推定,right_knee,55,166.12095989960767
2D,推定,right_knee,56,165.54019900434295
2D,推定,right_knee,57,163.69429033707857
2D,推定,right_knee,58,164.89784228521575
2D,推定,right_knee,59,164.14117333753018
2D,推定,right_knee,60,164.09756984882713
2D,推定,right_knee,61,158.8452394037456
2D,推定,right_knee,62,162.3776771549695
2D,推定,right_knee,63,164.2801400941952
2D,推定,right_knee,64,163.40406315438074
2D,推定,right_knee,65,164.32737733593837
2D,推定,right_knee,66,164.8770109398943
2D,推定,right_knee,67,161.26995412300235
2D,推定,right_knee,68,161.58459471867488
2D,推定,right_knee,69,162.4971261098314
2D,推定,right_knee,70,162.71019173082314
2D,推定,right_knee,71,161.88331994756373
2D,推定,right_knee,72,162.43349526684494
2D,推定,right_knee,73,162.27998481333196
2D,推定,right_knee,74,162.1208300267491
2D,推定,right_knee,75,161.5897817865238
2D,推定,right_knee,76,160.9537699219143
2D,推定,right_knee,77,161.04486914233442
2D,推定,right_knee,78,160.4939166161456
2D,推定,right_knee,79,162.13026016316886
2D,推定,right_knee,80,162.62202098787438
2D,推定,right_knee,81,163.22455310573565
2D,推定,right_knee,82,163.3963725218208
2D,推定,right_knee,83,163.22497149537506
2D,推定,right_knee,84,162.537097414259
2D,推定,right_knee,85,162.30547712804218
2D,推定,right_knee,86,162.50532363313317
2D,推定,right_knee,87,163.16597778464606
2D,推定,right_knee,88,163.20833905165713
2D,推定,right_knee,89,162.89571483902162
2D,推定,right_knee,90,162.73561319952825
2D,推定,right_knee,91,162.7524287107269
2D,推定,right_knee,92,162.88005310505898
2D,推定,right_knee,93,163.4810247990682
2D,推定,right_knee,94,163.53648246658926
2D,推定,right_knee,95,163.76328271457618
2D,推定,right_knee,96,163.94831758811827
2D,推定,right_knee,97,163.7942593928906
2D,推定,right_knee,98,163.86178980002794
2D,推定,right_knee,99,164.03455924951282
2D,推定,right_knee,100,164.25765500778067
2D,推定,right_knee,101,164.3896041443286
2D,正解,spine0,1,14.29448640388763
2D,正解,spine0,2,14.310264073854645
2D,正解,spine0,3,14.329440740904852
2D,正解,spine0,4,14.340724614046442
2D,正解,spine0,5,14.340931656404116
2D,正解,spine0,6,14.335780011171503
2D,正解,spine0,7,14.326239139333762
2D,正解,spine0,8,14.310737932155334
2D,正解,spine0,9,14.28737679673404
2D,正解,spine0,10,14.24694037865878
2D,正解,spine0,11,14.183427732968646
2D,正解,spine0,12,14.106306099072897
2D,正解,spine0,13,14.030689516841505
2D,正解,spine0,14,13.973928329955761
2D,正解,spine0,15,13.954643426925838
2D,正解,spine0,16,13.971884927256946
2D,正解,spine0,17,13.993177248548879
2D,正解,spine0,18,13.978245579085229
2D,正解,spine0,19,13.88902558204948
2D,正解,spine0,20,13.695933461724936
2D,正解,spine0,21,13.394236854505618
2D,正解,spine0,22,13.021467235919092
2D,正解,spine0,23,12.625134217417779
2D,正解,spine0,24,12.229790834752182
2D,正解,spine0,25,11.833929235359832
2D,正解,spine0,26,11.415332887063192
2D,正解,spine0,27,10.951310197657506
2D,正解,spine0,28,10.435455209658848
2D,正解,spine0,29,9.864451955681512
2D,正解,spine0,30,9.229443815355706
2D,正解,spine0,31,8.524634882927806
2D,正解,spine0,32,7.76954519458402
2D,正解,spine0,33,6.987552637765058
2D,正解,spine0,34,6.2120076993283755
2D,正解,spine0,35,5.438963805707092
2D,正解,spine0,36,4.644113801253705
2D,正解,spine0,37,3.815634972319714
2D,正解,spine0,38,2.9619052668558306
2D,正解,spine0,39,2.1266611586448354
2D,正解,spine0,40,1.3479803487838051
2D,正解,spine0,41,0.6677353465622234
2D,正解,spine0,42,0.12320433659685548
2D,正解,spine0,43,0.34683903888123485
2D,正解,spine0,44,0.7851285568453258
2D,正解,spine0,45,1.2520795762861372
2D,正解,spine0,46,1.8054104915735085
2D,正解,spine0,47,2.4774298672155837
2D,正解,spine0,48,3.2574828268690137
2D,正解,spine0,49,4.024875960421284
2D,正解,spine0,50,4.685170663754882
2D,正解,spine0,51,5.169866232766652
2D,正解,spine0,52,5.44613813296582
2D,正解,spine0,53,5.53710666749948
2D,正解,spine0,54,5.430544195719517
2D,正解,spine0,55,5.152390614593024
2D,正解,spine0,56,4.768285615469768
2D,正解,spine0,57,4.348804307556771
2D,正解,spine0,58,3.9436287445714964
2D,正解,spine0,59,3.5802609479698253
2D,正解,spine0,60,3.2612347390466137
2D,正解,spine0,61,2.9835970276240036
2D,正解,spine0,62,2.750907004664127
2D,正解,spine0,63,2.5790402561983985
2D,正解,spine0,64,2.537226246315585
2D,正解,spine0,65,2.623669891330424
2D,正解,spine0,66,2.763551051383345
2D,正解,spine0,67,2.9203718374720915
2D,正解,spine0,68,3.0944623425228137
2D,正解,spine0,69,3.305790059603218
2D,正解,spine0,70,3.561351895607102
2D,正解,spine0,71,3.8754838059141563
2D,正解,spine0,72,4.256455096369754
2D,正解,spine0,73,4.703331363569555
2D,正解,spine0,74,5.223113500368492
2D,正解,spine0,75,5.812435866138839
2D,正解,spine0,76,6.435498672743446
2D,正解,spine0,77,7.053325825915084
2D,正解,spine0,78,7.6375610998404735
2D,正解,spine0,79,8.169466957648002
2D,正解,spine0,80,8.640995333080578
2D,正解,spine0,81,9.040698046001411
2D,正解,spine0,82,9.354566214960556
2D,正解,spine0,83,9.587715815393551
2D,正解,spine0,84,9.75393720514458
2D,正解,spine0,85,9.874100806042001
2D,正解,spine0,86,9.973063803920779
2D,正解,spine0,87,10.063204711401118
2D,正解,spine0,88,10.144644633077702
2D,正解,spine0,89,10.222683495558908
2D,正解,spine0,90,10.304789063994676
2D,正解,spine0,91,10.391289843343841
2D,正解,spine0,92,10.47940280191092
2D,正解,spine0,93,10.565340547581538
2D,正解,spine0,94,10.640353548615158
2D,正解,spine0,95,10.701076766780236
2D,正解,spine0,96,10.75100997999362
2D,正解,spine0,97,10.790634780142597
2D,正解,spine0,98,10.823224322629782
2D,正解,spine0,99,10.860973132867946
2D,正解,spine0,100,10.911124277761127
2D,正解,spine0,101,10.9670107886512
2D,正解,spine1,1,158.6688497821747
2D,正解,spine1,2,158.6728603626195
2D,正解,spine1,3,158.67321877985736
2D,正解,spine1,4,158.67697228035286
2D,正解,spine1,5,158.68433287053168
2D,正解,spine1,6,158.69718274722516
2D,正解,spine1,7,158.7196934872286
2D,正解,spine1,8,158.75325840547802
2D,正解,spine1,9,158.80295882446967
2D,正解,spine1,10,158.87169421310404
2D,正解,spine1,11,158.9554419067032
2D,正解,spine1,12,159.04010429921237
2D,正解,spine1,13,159.10692128983567
2D,正解,spine1,14,159.13774063722272
2D,正解,spine1,15,159.12305579664073
2D,正解,spine1,16,159.07236075787145
2D,正解,spine1,17,159.01952072589015
2D,正解,spine1,18,159.01093971313125
2D,正解,spine1,19,159.09200053179265
2D,正解,spine1,20,159.28787263260452
2D,正解,spine1,21,159.60113616203967
2D,正解,spine1,22,160.00188190740855
2D,正解,spine1,23,160.44480668327964
2D,正解,spine1,24,160.88721663683435
2D,正解,spine1,25,161.2935926927041
2D,正解,spine1,26,161.6440918632546
2D,正解,spine1,27,161.9362542658786
2D,正解,spine1,28,162.17933549226842
2D,正解,spine1,29,162.3976171464002
2D,正解,spine1,30,162.62751692521286
2D,正解,spine1,31,162.90073995055744
2D,正解,spine1,32,163.23508057791594
2D,正解,spine1,33,163.64401366198956
2D,正解,spine1,34,164.12071093392893
2D,正解,spine1,35,164.66960787721408
2D,正解,spine1,36,165.3001455166449
2D,正解,spine1,37,166.01485656199466
2D,正解,spine1,38,166.80968245043698
2D,正解,spine1,39,167.65598166476494
2D,正解,spine1,40,168.5375661705584
2D,正解,spine1,41,169.41245270694137
2D,正解,spine1,42,170.2322013414362
2D,正解,spine1,43,171.05912006163385
2D,正解,spine1,44,171.90263700637433
2D,正解,spine1,45,172.76863799185924
2D,正解,spine1,46,173.65045283827064
2D,正解,spine1,47,174.53489713504624
2D,正解,spine1,48,175.41127161490505
2D,正解,spine1,49,176.18614886310155
2D,正解,spine1,50,176.8169613071955
2D,正解,spine1,51,177.28628726786678
2D,正解,spine1,52,177.59641707828152
2D,正解,spine1,53,177.78391542904922
2D,正解,spine1,54,177.83616462167646
2D,正解,spine1,55,177.77297374064844
2D,正解,spine1,56,177.64933786960836
2D,正解,spine1,57,177.5195836402009
2D,正解,spine1,58,177.42073196751525
2D,正解,spine1,59,177.385880034689
2D,正解,spine1,60,177.43432792188523
2D,正解,spine1,61,177.56744677538373
2D,正解,spine1,62,177.7706458298952
2D,正解,spine1,63,178.03072730990004
2D,正解,spine1,64,178.39584679628715
2D,正解,spine1,65,178.83772499836368
2D,正解,spine1,66,179.2682006858674
2D,正解,spine1,67,179.6690455617301
2D,正解,spine1,68,179.94309307132033
2D,正解,spine1,69,179.5442181453787
2D,正解,spine1,70,179.1317903301811
2D,正解,spine1,71,178.7034731935808
2D,正解,spine1,72,178.25645407690092
2D,正解,spine1,73,177.79047027612134
2D,正解,spine1,74,177.29870429994253
2D,正解,spine1,75,176.7770720336623
2D,正解,spine1,76,176.24141151685407
2D,正解,spine1,77,175.71162782013403
2D,正解,spine1,78,175.205922892874
2D,正解,spine1,79,174.745369279039
2D,正解,spine1,80,174.349406059633
2D,正解,spine1,81,174.03476284781829
2D,正解,spine1,82,173.81015462961705
2D,正解,spine1,83,173.66125395221786
2D,正解,spine1,84,173.56387874407952
2D,正解,spine1,85,173.49310334693314
2D,正解,spine1,86,173.42730165438053
2D,正解,spine1,87,173.35611897437542
2D,正解,spine1,88,173.28003142541317
2D,正解,spine1,89,173.19946592041123
2D,正解,spine1,90,173.11408942757024
2D,正解,spine1,91,173.0305835428923
2D,正解,spine1,92,172.952158676812
2D,正解,spine1,93,172.8779292118392
2D,正解,spine1,94,172.81079130648047
2D,正解,spine1,95,172.74906396315527
2D,正解,spine1,96,172.6863740038531
2D,正解,spine1,97,172.62025371881126
2D,正解,spine1,98,172.5492992098975
2D,正解,spine1,99,172.46864466543332
2D,正解,spine1,100,172.3809988340295
2D,正解,spine1,101,172.29759037221012
2D,正解,spine2,1,168.89035074270777
2D,正解,spine2,2,168.89728342004082
2D,正解,spine2,3,168.90168861734068
2D,正解,spine2,4,168.90405387008087
2D,正解,spine2,5,168.90821141907537
2D,正解,spine2,6,168.91092449832234
2D,正解,spine2,7,168.91290078443683
2D,正解,spine2,8,168.91657578737556
2D,正解,spine2,9,168.9234111826118
2D,正解,spine2,10,168.937452663609
2D,正解,spine2,11,168.95856690880856
2D,正解,spine2,12,168.9828895528699
2D,正解,spine2,13,169.0032102917772
2D,正解,spine2,14,169.01121765668412
2D,正解,spine2,15,169.0012045825995
2D,正解,spine2,16,168.97733642201476
2D,正解,spine2,17,168.95447321198083
2D,正解,spine2,18,168.95647408153732
2D,正解,spine2,19,169.0066529407217
2D,正解,spine2,20,169.11967355314525
2D,正解,spine2,21,169.29514997368972
2D,正解,spine2,22,169.51433682335454
2D,正解,spine2,23,169.74777290291718
2D,正解,spine2,24,169.96850480656641
2D,正解,spine2,25,170.1580870438069
2D,正解,spine2,26,170.3101965509071
2D,正解,spine2,27,170.42744744415225
2D,正解,spine2,28,170.52196842641385
2D,正解,spine2,29,170.6158075560577
2D,正解,spine2,30,170.73627123756776
2D,正解,spine2,31,170.91004398328778
2D,正解,spine2,32,171.14621878357568
2D,正解,spine2,33,171.43698953310314
2D,正解,spine2,34,171.7608478851708
2D,正解,spine2,35,172.09980247098667
2D,正解,spine2,36,172.44533949140882
2D,正解,spine2,37,172.79624409633763
2D,正解,spine2,38,173.15573882604806
2D,正解,spine2,39,173.52739650817338
2D,正解,spine2,40,173.905276958199
2D,正解,spine2,41,174.28823239423727
2D,正解,spine2,42,174.67408238975827
2D,正解,spine2,43,175.04443580609774
2D,正解,spine2,44,175.3951499942859
2D,正解,spine2,45,175.72550296908972
2D,正解,spine2,46,176.0381697366432
2D,正解,spine2,47,176.33650254936322
2D,正解,spine2,48,176.62071126212706
2D,正解,spine2,49,176.89343331180473
2D,正解,spine2,50,177.14444229797166
2D,正解,spine2,51,177.35686270723082
2D,正解,spine2,52,177.51498891550375
2D,正解,spine2,53,177.6122223264482
2D,正解,spine2,54,177.65438463288461
2D,正解,spine2,55,177.66161807102287
2D,正解,spine2,56,177.65995048923224
2D,正解,spine2,57,177.67159091845852
2D,正解,spine2,58,177.71187507455537
2D,正解,spine2,59,177.7855165056604
2D,正解,spine2,60,177.88705337241598
2D,正解,spine2,61,178.0049775665102
2D,正解,spine2,62,178.1259535731233
2D,正解,spine2,63,178.24144912857258
2D,正解,spine2,64,178.34130719268484
2D,正解,spine2,65,178.42691083420053
2D,正解,spine2,66,178.5066609143915
2D,正解,spine2,67,178.58044636909335
2D,正解,spine2,68,178.65117541488405
2D,正解,spine2,69,178.7253774933258
2D,正解,spine2,70,178.80871987275037
2D,正解,spine2,71,178.90885829755769
2D,正解,spine2,72,179.02968110985705
2D,正解,spine2,73,179.16800065558505
2D,正解,spine2,74,179.31842316218908
2D,正解,spine2,75,179.47730520554418
2D,正解,spine2,76,179.6396129405926
2D,正解,spine2,77,179.80014302834027
2D,正解,spine2,78,179.95264081636316
2D,正解,spine2,79,179.9100800011693
2D,正解,spine2,80,179.79431283678298
2D,正解,spine2,81,179.70501740722128
2D,正解,spine2,82,179.64354283359955
2D,正解,spine2,83,179.6054899841215
2D,正解,spine2,84,179.5825770217764
2D,正解,spine2,85,179.56503154832325
2D,正解,spine2,86,179.54619239245548
2D,正解,spine2,87,179.5235290112912
2D,正解,spine2,88,179.49846087639932
2D,正解,spine2,89,179.47249926335385
2D,正解,spine2,90,179.4473600353309
2D,正解,spine2,91,179.42477786148717
2D,正解,spine2,92,179.40642740384118
2D,正解,spine2,93,179.39241678015318
2D,正解,spine2,94,179.38292316212926
2D,正解,spine2,95,179.37699438266253
2D,正解,spine2,96,179.37191617979587
2D,正解,spine2,97,179.36605596951614
2D,正解,spine2,98,179.35807878817613
2D,正解,spine2,99,179.34623719255993
2D,正解,spine2,100,179.329547725836
2D,正解,spine2,101,179.31089445763496
2D,正解,spine3,1,165.42212943865854
2D,正解,spine3,2,165.43189194543743
2D,正解,spine3,3,165.4389141105004
2D,正解,spine3,4,165.44814175778754
2D,正解,spine3,5,165.4584077856663
2D,正解,spine3,6,165.46703613324433
2D,正解,spine3,7,165.47367535787393
2D,正解,spine3,8,165.48149307249932
2D,正解,spine3,9,165.4917823768596
2D,正解,spine3,10,165.50747206015313
2D,正解,spine3,11,165.52977953306393
2D,正解,spine3,12,165.55413661569906
2D,正解,spine3,13,165.57207464180325
2D,正解,spine3,14,165.5718050173935
2D,正解,spine3,15,165.5461732671733
2D,正解,spine3,16,165.49939246826227
2D,正解,spine3,17,165.45333367370267
2D,正解,spine3,18,165.44091585141052
2D,正解,spine3,19,165.49711112106823
2D,正解,spine3,20,165.644441110703
2D,正解,spine3,21,165.88506470737127
2D,正解,spine3,22,166.1943858355852
2D,正解,spine3,23,166.531305113794
2D,正解,spine3,24,166.8557273767299
2D,正解,spine3,25,167.13735574789922
2D,正解,spine3,26,167.36300771485162
2D,正解,spine3,27,167.5362879817691
2D,正解,spine3,28,167.67432994716495
2D,正解,spine3,29,167.8067780787918
2D,正解,spine3,30,167.96986853839874
2D,正解,spine3,31,168.19858383114612
2D,正解,spine3,32,168.50222546193893
2D,正解,spine3,33,168.8740596992712
2D,正解,spine3,34,169.28941613466588
2D,正解,spine3,35,169.72946120686785
2D,正解,spine3,36,170.18815893774365
2D,正解,spine3,37,170.66584490458686
2D,正解,spine3,38,171.16808341660453
2D,正解,spine3,39,171.6956620930403
2D,正解,spine3,40,172.24002239139378
2D,正解,spine3,41,172.79237722483586
2D,正解,spine3,42,173.3398290137606
2D,正解,spine3,43,173.87560169706214
2D,正解,spine3,44,174.3978197507185
2D,正解,spine3,45,174.90787429301815
2D,正解,spine3,46,175.40747462709055
2D,正解,spine3,47,175.89588700154837
2D,正解,spine3,48,176.36966045074132
2D,正解,spine3,49,176.8093210590336
2D,正解,spine3,50,177.19333755677906
2D,正解,spine3,51,177.4991756095825
2D,正解,spine3,52,177.7110801169427
2D,正解,spine3,53,177.8312705219573
2D,正解,spine3,54,177.86543818364373
2D,正解,spine3,55,177.84227060162863
2D,正解,spine3,56,177.80261235172213
2D,正解,spine3,57,177.78347087739877
2D,正解,spine3,58,177.80900818465045
2D,正解,spine3,59,177.89013989309106
2D,正解,spine3,60,178.0247657414449
2D,正解,spine3,61,178.1990077595135
2D,正解,spine3,62,178.39462966362115
2D,正解,spine3,63,178.59723256658975
2D,正解,spine3,64,178.80476111074415
2D,正解,spine3,65,179.00981547802053
2D,正解,spine3,66,179.19915701233472
2D,正解,spine3,67,179.36797436499148
2D,正解,spine3,68,179.52333559744108
2D,正解,spine3,69,179.6793570460773
2D,正解,spine3,70,179.84506560309845
2D,正解,spine3,71,179.9688206451596
2D,正解,spine3,72,179.75645514767857
2D,正解,spine3,73,179.52026178133536
2D,正解,spine3,74,179.2642150953304
2D,正解,spine3,75,178.9919946640129
2D,正解,spine3,76,178.71218286635175
2D,正解,spine3,77,178.43559542929816
2D,正解,spine3,78,178.17266883624512
2D,正解,spine3,79,177.93517699022266
2D,正解,spine3,80,177.73363083534477
2D,正解,spine3,81,177.57625764223377
2D,正解,spine3,82,177.46639989101433
2D,正解,spine3,83,177.3961092580244
2D,正解,spine3,84,177.35160497123343
2D,正解,spine3,85,177.31841831643902
2D,正解,spine3,86,177.28467736873944
2D,正解,spine3,87,177.24618683813495
2D,正解,spine3,88,177.20411172024373
2D,正解,spine3,89,177.160330128391
2D,正解,spine3,90,177.11631850046967
2D,正解,spine3,91,177.0754579999392
2D,正解,spine3,92,177.03997098194048
2D,正解,spine3,93,177.0100705738809
2D,正解,spine3,94,176.9862646031322
2D,正解,spine3,95,176.96710752643742
2D,正解,spine3,96,176.94895685922765
2D,正解,spine3,97,176.92918205004796
2D,正解,spine3,98,176.90659321525033
2D,正解,spine3,99,176.8777884295772
2D,正解,spine3,100,176.84292536241512
2D,正解,spine3,101,176.80698227315534
2D,正解,spine4,1,173.7287336183246
2D,正解,spine4,2,173.71815305618563
2D,正解,spine4,3,173.70397460916257
2D,正解,spine4,4,173.6836394335428
2D,正解,spine4,5,173.65769052830908
2D,正解,spine4,6,173.6269496878916
2D,正解,spine4,7,173.59499907451453
2D,正解,spine4,8,173.57056924060706
2D,正解,spine4,9,173.55870666031407
2D,正解,spine4,10,173.55637126254945
2D,正解,spine4,11,173.5586772131058
2D,正解,spine4,12,173.55847954543773
2D,正解,spine4,13,173.54559203917105
2D,正解,spine4,14,173.51250737721526
2D,正解,spine4,15,173.4505239652032
2D,正解,spine4,16,173.35591903143225
2D,正解,spine4,17,173.2477769943275
2D,正解,spine4,18,173.1523635644679
2D,正解,spine4,19,173.09898157765008
2D,正解,spine4,20,173.12307728270034
2D,正解,spine4,21,173.22907438362856
2D,正解,spine4,22,173.365985818284
2D,正解,spine4,23,173.4569896420466
2D,正解,spine4,24,173.44010056152266
2D,正解,spine4,25,173.27764892030942
2D,正解,spine4,26,172.95904010074597
2D,正解,spine4,27,172.49655577223666
2D,正解,spine4,28,171.9257508761907
2D,正解,spine4,29,171.30828896748315
2D,正解,spine4,30,170.7302312655837
2D,正解,spine4,31,170.28660528695892
2D,正解,spine4,32,170.0446195458292
2D,正解,spine4,33,170.02035214635802
2D,正解,spine4,34,170.1738126890093
2D,正解,spine4,35,170.43350196404393
2D,正解,spine4,36,170.7320813910864
2D,正解,spine4,37,171.02592781202867
2D,正解,spine4,38,171.29956345033554
2D,正解,spine4,39,171.55935539698956
2D,正解,spine4,40,171.8216799767089
2D,正解,spine4,41,172.1098979288372
2D,正解,spine4,42,172.43933828023995
2D,正解,spine4,43,172.80175065404896
2D,正解,spine4,44,173.17176392598708
2D,正解,spine4,45,173.51030286288028
2D,正解,spine4,46,173.78392715930607
2D,正解,spine4,47,173.97723833765798
2D,正解,spine4,48,174.09256818563276
